ID	HPO_Terms	Diagnostic_Genes
UDN350075	HP:0002099; HP:0002069; HP:0002572; HP:0011968; HP:0001508; HP:0012262; HP:0002500; HP:0002020; HP:0000252; HP:0005263; HP:0200117; HP:0001252; HP:0002119; HP:0000369; HP:0002578; HP:0000358; HP:0002781; HP:0001263	RNU4ATAC
UDN189898	HP:0006934; HP:0001773; HP:0002066; HP:0002070; HP:0002075; HP:0001260; HP:0001310; HP:0001320; HP:0001321; HP:0001337; HP:0003202; HP:0000565; HP:0001249; HP:0002194; HP:0002650	SPTBN2
UDN748321	HP:0000609; HP:0001274; HP:0001290; HP:0002558; HP:0002949; HP:0003316; HP:0004322; HP:0005815; HP:0012650; HP:0025100; HP:0030732; HP:0007633; HP:0011297; HP:0000160; HP:0000218; HP:0000248; HP:0000407; HP:0000452	FLNA
UDN306319	HP:0001260; HP:0001332; HP:0410263	KMT2B
UDN526350	HP:0001263; HP:0001290; HP:0000256; HP:0000307; HP:0000518; HP:0000519; HP:0001864; HP:0002342; HP:0002474; HP:0000601; HP:0000717; HP:0000718; HP:0001156; HP:0001250; HP:0007034; HP:0007598; HP:0010841; HP:0010845; HP:0010863; HP:0011343; HP:0004691	FAM177A1
UDN643684	HP:0001263; HP:0001273; HP:0001290; HP:0001317; HP:0007811; HP:0008936; HP:0009916; HP:0011471; HP:0000369; HP:0000486; HP:0000540; HP:0004742; HP:0000565; HP:0000639; HP:0001107; HP:0001840; HP:0002007; HP:0002079; HP:0002188; HP:0002352; HP:0002353; HP:0002421; HP:0002500; HP:0002761; HP:0011968; HP:0012408; HP:0012805	DEGS1
UDN724040	HP:0030048; HP:0002307; HP:0002317; HP:0002349; HP:0002015; HP:0002019; HP:0002069; HP:0002119; HP:0410204; HP:0003199; HP:0004322; HP:0004442; HP:0000233; HP:0000243; HP:0000252; HP:0000343; HP:0000347; HP:0000378; HP:0000463; HP:0000486; HP:0000505; HP:0006970; HP:0010814; HP:0011333; HP:0011344; HP:0011352; HP:0000556; HP:0000639; HP:0000733; HP:0001251; HP:0001290; HP:0001344; HP:0001385; HP:0001508	CIT
UDN595170	HP:0004322; HP:0000252; HP:0000270; HP:0030084; HP:0002757	SEC23A
UDN127349	HP:0012343; HP:0012464; HP:0040303; HP:0008066; HP:0010702; HP:0011227; HP:0000028; HP:0000212; HP:0001513; HP:0003212; HP:0003233; HP:0003261; HP:0003493; HP:0003565; HP:0004324; HP:0004840	COL7A1
UDN212641	HP:0002119; HP:0002194; HP:0001290; HP:0001324; HP:0001371; HP:0002987; HP:0003198; HP:0004303; HP:0006380; HP:0006466; HP:0000028; HP:0012548; HP:0100293; HP:0006957; HP:0008945; HP:0008947	COL6A1
UDN618070	HP:0002944; HP:0002992; HP:0003272; HP:0003418; HP:0004970; HP:0006532; HP:0000574; HP:0000767; HP:0000954; HP:0000978; HP:0000998; HP:0001000; HP:0001028; HP:0001054; HP:0001166; HP:0001176; HP:0001249; HP:0001629; HP:0001631; HP:0001643; HP:0001845; HP:0001962; HP:0001999; HP:0002014; HP:0002019; HP:0002020; HP:0002027; HP:0002094; HP:0002141; HP:0001252; HP:0001263; HP:0001328; HP:0001342; HP:0011703; HP:0012797; HP:0030431; HP:0030451; HP:0100512; HP:0008589; HP:0008755; HP:0009734; HP:0100518; HP:0400000; HP:0002208; HP:0002308; HP:0002315; HP:0002321; HP:0002354; HP:0002374; HP:0002474; HP:0002616; HP:0002650; HP:0002664; HP:0002829; HP:0002875; HP:0000016; HP:0000023; HP:0000045; HP:0000218; HP:0000256; HP:0000268; HP:0000294; HP:0000336; HP:0000341; HP:0000358; HP:0000463; HP:0000472; HP:0000486; HP:0000490; HP:0000527	TMEM94
UDN777356	HP:0002355; HP:0002015; HP:0009046; HP:0003002; HP:0003323; HP:0003326; HP:0003391; HP:0003394; HP:0003551; HP:0003731; HP:0100807	PYROXD1
UDN889623	HP:0000805; HP:0011663; HP:0007018; HP:0011098; HP:0001649; HP:0000322; HP:0100651	TAX1BP3
UDN995589	HP:0000248; HP:0000321; HP:0000377; HP:0000463; HP:0030434; HP:0002015; HP:0002136; HP:0000639; HP:0000998; HP:0007359; HP:0007898; HP:0011003; HP:0011090; HP:0001263; HP:0001290; HP:0001510	BAP1; CTNNA1
UDN197786	HP:0006863; HP:0034332; HP:0000256; HP:0000729; HP:0100785	GTF2I
UDN122267	HP:0001369; HP:0000790; HP:0004904; HP:0001903; HP:0001945; HP:0002027	NOD2
UDN583647	HP:0025335; HP:0025336; HP:0031936; HP:0001251; HP:0001257; HP:0001263; HP:0001264; HP:0001290; HP:0001344; HP:0003508; HP:0004322; HP:0004325; HP:0010862; HP:0010863; HP:0010864; HP:0011344; HP:0011352; HP:0002191; HP:0002194; HP:0002078; HP:0000248; HP:0000750	PRUNE1
UDN746653	HP:0001315; HP:0000220; HP:0000545; HP:0000657; HP:0000717; HP:0000718; HP:0000750; HP:0002350; HP:0002370; HP:0006863; HP:0007033; HP:0011352	LAMA1
UDN833866	HP:0100022; HP:0000717; HP:0100753; HP:0002167; HP:0002066; HP:0001260; HP:0001272; HP:0001297	ATXN8OS
UDN176135	HP:0001305; HP:0001392; HP:0001396; HP:0006703; HP:0006882; HP:0007360; HP:0008112; HP:0011441; HP:0001162; HP:0001227; HP:0002623; HP:0001629; HP:0001636; HP:0001643; HP:0001655; HP:0001667; HP:0001830; HP:0000047; HP:0004322; HP:0004325; HP:0004935; HP:0005134; HP:0005612; HP:0011949; HP:0011950; HP:0012110; HP:0012447; HP:0200147	OTUD5
UDN459257	HP:0002705; HP:0031162; HP:0002015; HP:0002091; HP:0000508; HP:0000545; HP:0000998; HP:0001052; HP:0003049; HP:0001263; HP:0001290; HP:0001508	ASXL1
UDN539430	HP:0001257; HP:0001263; HP:0001288; HP:0001332; HP:0001337; HP:0002360; HP:0002538; HP:0000343; HP:0000490; HP:0002132; HP:0030051; HP:0033054; HP:0100022; HP:0100753; HP:0007302; HP:0008366; HP:0011228; HP:0004305; HP:0005750; HP:0000717; HP:0000718; HP:0000750; HP:0000752	CHD3
UDN865728	HP:0011971; HP:0012173; HP:0012432; HP:0012532; HP:0012883; HP:0030148; HP:0030157; HP:0030455; HP:0040088; HP:0002910; HP:0003073; HP:0003225; HP:0003281; HP:0003573; HP:0004396; HP:0005263; HP:0006532; HP:0000551; HP:0000622; HP:0000649; HP:0000951; HP:0000966; HP:0001051; HP:0001065; HP:0002202; HP:0002221; HP:0002315; HP:0002321; HP:0002625; HP:0002650; HP:0002719; HP:0002722; HP:0002808; HP:0000147; HP:0000252; HP:0001649; HP:0001803; HP:0001894; HP:0001944; HP:0001945; HP:0002013; HP:0002014; HP:0002018; HP:0002020; HP:0002021; HP:0002027; HP:0007397; HP:0008070; HP:0008151; HP:0008619; HP:0011227; HP:0100577; HP:0100592; HP:0100633; HP:0001513	MPEG1
UDN490807	HP:0001263; HP:0001290; HP:0001397; HP:0001513; HP:0002910; HP:0007572; HP:0007730; HP:0008751; HP:0100553; HP:0000565; HP:0001000; HP:0032388; HP:0002384; HP:0002870; HP:0001974; HP:0002015; HP:0000125	MED12L
UDN679380	HP:0003785; HP:0002292; HP:0002370; HP:0002509; HP:0012535; HP:0025402; HP:0000570; HP:0000407; HP:0007010; HP:0007979; HP:0008529; HP:0010544; HP:0002066; HP:0001260; HP:0001272; HP:0001310	RAB3A
UDN063711	HP:0001278; HP:0001369; HP:0001382; HP:0000938; HP:0002204; HP:0100647; HP:0002105; HP:0005584; HP:0012668; HP:0030880	BARD1; COL4A1; SERPINA1
UDN482493	HP:0011800; HP:0012745; HP:0100258; HP:0000957; HP:0001052; HP:0004209; HP:0004322; HP:0004691; HP:0005863; HP:0001631; HP:0002019; HP:0002023; HP:0000252; HP:0000396; HP:0000508; HP:0000545; HP:0008828; HP:0010743; HP:0001252; HP:0001263; HP:0002705	RAD51
UDN765090	HP:0000718; HP:0000729; HP:0000739; HP:0000750; HP:0000842; HP:0000855; HP:0000965; HP:0001156; HP:0001212; HP:0001761; HP:0001765; HP:0001782; HP:0002020; HP:0002076; HP:0012450; HP:0012452; HP:0040209; HP:0045081; HP:0100023; HP:0100716; HP:0100738; HP:0007018; HP:0007021; HP:0008689; HP:0008947; HP:0009027; HP:0009836; HP:0009921; HP:0010186; HP:0010677; HP:0011302; HP:0011348; HP:0011448; HP:0000049; HP:0000336; HP:0000400; HP:0000403; HP:0000484; HP:0000490; HP:0002144; HP:0002240; HP:0002360; HP:0002406; HP:0002533; HP:0002591; HP:0002780; HP:0001256; HP:0001260; HP:0001397; HP:0001513; HP:0003487; HP:0003549; HP:0004466; HP:0004691; HP:0005616	PHIP
UDN895028	HP:0003128; HP:0012523; HP:0000410; HP:0000518; HP:0007971; HP:0001252; HP:0001263; HP:0001508; HP:0001510	UQCRFS1
UDN959214	HP:0000463; HP:0000988; HP:0001595; HP:0012368; HP:0004322; HP:0000520; HP:0003231; HP:0001263	RNU4ATAC
UDN365839	HP:0000026; HP:0000027; HP:0000837; HP:0012245; HP:0040171; HP:0008720; HP:0008734; HP:0001513; HP:0004324	NR5A1
UDN317233	HP:0000126; HP:0000212; HP:0000233; HP:0000275; HP:0000347; HP:0002174; HP:0001763; HP:0002015; HP:0002063; HP:0002067; HP:0025403; HP:0040079; HP:0000643; HP:0000678; HP:0000717; HP:0000748; HP:0000767; HP:0000774; HP:0001152; HP:0200049; HP:0001256; HP:0001260; HP:0001308; HP:0001371; HP:0001510; HP:0007010; HP:0007360; HP:0008619; HP:0010511; HP:0004322; HP:0004724	ATP13A2
UDN102953	HP:0002198; HP:0000565; HP:0000629; HP:0000639; HP:0000680; HP:0000729; HP:0000750; HP:0001250; HP:0001252; HP:0001263; HP:0001320; HP:0001508; HP:0000076; HP:0000179; HP:0000218; HP:0000219; HP:0000286; HP:0000368; HP:0000455; HP:0000486; HP:0000494; HP:0000527; HP:0004322; HP:0011869; HP:0032152; HP:0001601; HP:0002079; HP:0007291; HP:0008689; HP:0008872; HP:0009747; HP:0010862	ARID1B
UDN411022	HP:0002133; HP:0001250; HP:0001508; HP:0001344; HP:0000483; HP:0100704; HP:0011968; HP:0002540; HP:0001137; HP:0001290; HP:0001263	FOXG1
UDN711245	HP:0001903; HP:0001873; HP:0001744; HP:0012465; HP:0000054; HP:0002910	HK1
UDN849776	HP:0000218; HP:0000280; HP:0000324; HP:0000407; HP:0000465; HP:0000545; HP:0009777; HP:0011471; HP:0001137; HP:0002777; HP:0002786; HP:0011848; HP:0001257; HP:0001263; HP:0001290; HP:0001357; HP:0001488; HP:0001508; HP:0002943; HP:0003887; HP:0005612; HP:0005856	KMT2D
UDN863014	HP:0000717; HP:0000750; HP:0000957; HP:0001328; HP:0001508; HP:0011968; HP:0002019	NEUROD2; NSD2
UDN617993	HP:0000089; HP:0000194; HP:0000201; HP:0000252; HP:0000316; HP:0000327; HP:0000343; HP:0000403; HP:0000431; HP:0000479; HP:0000484; HP:0000501; HP:0000506; HP:0002942; HP:0002980; HP:0003015; HP:0003100; HP:0003868; HP:0004122; HP:0004209; HP:0004322; HP:0004325; HP:0004331; HP:0004691; HP:0005314; HP:0005775; HP:0006292; HP:0006414; HP:0006532; HP:0006610; HP:0000553; HP:0000587; HP:0000615; HP:0000748; HP:0001015; HP:0001100; HP:0001156; HP:0100543; HP:0100559; HP:0100959; HP:0001263; HP:0001342; HP:0001382; HP:0001488; HP:0006643; HP:0006863; HP:0007633; HP:0007700; HP:0007707; HP:0008081; HP:0008458; HP:0008936; HP:0009118; HP:0009697; HP:0009778; HP:0009804; HP:0010068; HP:0010271; HP:0010294; HP:0010485; HP:0010493; HP:0010500; HP:0010502; HP:0010535; HP:0010864; HP:0011352; HP:0001763; HP:0001771; HP:0001840; HP:0002015; HP:0002036; HP:0002058; HP:0002079; HP:0002091; HP:0002136; HP:0011490; HP:0011648; HP:0012167; HP:0012168; HP:0012389; HP:0012712; HP:0012713; HP:0030001; HP:0030190; HP:0100277; HP:0002162; HP:0002171; HP:0002236; HP:0002307; HP:0002553; HP:0002692; HP:0002705; HP:0002754	PTCH1
UDN879096	HP:0007108; HP:0001324; HP:0000651; HP:0001123	EVI5
UDN600906	HP:0002317; HP:0002066; HP:0002075; HP:0001257; HP:0001260; HP:0001324; HP:0000587; HP:0000639	SPG7
UDN234212	HP:0011968; HP:0012110; HP:0012450; HP:0012469; HP:0020174; HP:0030748; HP:0030880; HP:0031110; HP:0006539; HP:0006970; HP:0011198; HP:0000713; HP:0000253; HP:0100704; HP:0100785; HP:0001250; HP:0001263; HP:0001321; HP:0002088; HP:0002376; HP:0002381; HP:0002540; HP:0002835	ZNF292
UDN678205	HP:0007018; HP:0002315; HP:0002574; HP:0002716; HP:0002731; HP:0003419; HP:0000554; HP:0001744	FAS
UDN925430	HP:0005681; HP:0003281; HP:0000316; HP:0410294; HP:0006528; HP:0002204; HP:0001629; HP:0010310; HP:0410299; HP:0000347; HP:0000494; HP:0001297; HP:0001263; HP:0004936; HP:0001888; HP:0001395; HP:0001999; HP:0045017; HP:0012471; HP:0001631; HP:0001682; HP:0033428; HP:0012734; HP:0000368; HP:0001945	RRAS2
UDN560186	HP:0002376; HP:0002835; HP:0003198; HP:0004322; HP:0004325; HP:0000639; HP:0000750; HP:0002015; HP:0100021; HP:0001252; HP:0001266; HP:0001268; HP:0001269; HP:0001284; HP:0001324; HP:0001344; HP:0001508; HP:0001510	IRF2BPL
UDN406184	HP:0001257; HP:0001315; HP:0001344; HP:0002353; HP:0002374; HP:0002673; HP:0002751; HP:0006380; HP:0000389; HP:0000405; HP:0006682; HP:0006829; HP:0007030; HP:0011344; HP:0002015; HP:0002019; HP:0002058; HP:0000577; HP:0000678; HP:0000964; HP:0001027; HP:0001250	CACNA1C
UDN739748	HP:0033726	BLK
UDN772034	HP:0004482; HP:0001611; HP:0001763; HP:0001999; HP:0006889; HP:0007018; HP:0000220; HP:0000486; HP:0410031; HP:0002474	SETD5
UDN500195	HP:0001761; HP:0002058; HP:0002119; HP:0002121; HP:0003202; HP:0003458; HP:0003756; HP:0004322; HP:0001264; HP:0001336; HP:0001371; HP:0001508; HP:0007002; HP:0011343; HP:0011800; HP:0025100; HP:0002460; HP:0000303	AP4M1; CFTR
UDN188573	HP:0025258; HP:0002317; HP:0002515; HP:0008991; HP:0009027; HP:0001288; HP:0003307; HP:0003323; HP:0003326; HP:0003376; HP:0003552; HP:0003704	FHL1
UDN771854	HP:0012156; HP:0040079; HP:0040089; HP:0000639; HP:0002910; HP:0002958; HP:0003124; HP:0003701; HP:0004322; HP:0001999; HP:0002072; HP:0000265; HP:0000405; HP:0000486; HP:0007018; HP:0008209; HP:0010522; HP:0002415; HP:0002514	VPS45
UDN918789	HP:0012444; HP:0004912; HP:0000543; HP:0000821; HP:0000822; HP:0000924; HP:0002240; HP:0001994	CTNS
UDN437398	HP:0002172; HP:0002317; HP:0002344; HP:0001337	ADCY5
UDN436557	HP:0000726; HP:0001249; HP:0002180; HP:0002186; HP:0002381; HP:0000020; HP:0002120	SGSH
UDN886353	HP:0010628; HP:0002098; HP:0001324	AGRN
UDN001459	HP:0100512; HP:0002135; HP:0002953; HP:0003124; HP:0003207; HP:0003401; HP:0004963; HP:0000938	SLC20A2
UDN306449	HP:0000751; HP:0002667; HP:0002169; HP:0002359; HP:0008075; HP:0008969; HP:0001347; HP:0002370; HP:0002355; HP:0000322; HP:0007199; HP:0002312; HP:0000403; HP:0002373; HP:0000012; HP:0002317; HP:0004482; HP:0000019	PI4KA
UDN786768	HP:0002650; HP:0002756; HP:0001581; HP:0012203; HP:0025419; HP:0000964; HP:0000218; HP:0001880; HP:0011371; HP:0003212; HP:0006335; HP:0006538	IL6ST
UDN707491	HP:0012544; HP:0045040; HP:0100295; HP:0002515; HP:0002747; HP:0002875; HP:0002910; HP:0003236; HP:0003323; HP:0003458; HP:0000020; HP:0002015	TOR1AIP1
UDN726515	HP:0010624; HP:0000750; HP:0000378; HP:0000483; HP:0000545; HP:0001251; HP:0001290; HP:0001310; HP:0001321; HP:0002066; HP:0002136	POLR3B
UDN012034	HP:0100512; HP:0011850; HP:0012378; HP:0002150; HP:0002321; HP:0002500; HP:0002829; HP:0001324; HP:0001350; HP:0003072; HP:0003077; HP:0004374; HP:0005609; HP:0000217; HP:0000360; HP:0000496; HP:0001677; HP:0002015; HP:0002020; HP:0002036; HP:0002067; HP:0002141; HP:0000608; HP:0000651; HP:0000822; HP:0000938; HP:0001097	AFG3L2
UDN829699	HP:0000322; HP:0002161; HP:0007067; HP:0007340; HP:0008358; HP:0008551; HP:0008959; HP:0002910; HP:0003198; HP:0003234; HP:0003236; HP:0003457; HP:0003489; HP:0012043; HP:0012745; HP:0000575; HP:0000648	NADK2
UDN028309	HP:0001250; HP:0001290; HP:0001249; HP:0006852; HP:0012675	SLC2A1
UDN979361	HP:0010296; HP:0010863; HP:0001773; HP:0002019; HP:0001252; HP:0001263; HP:0001531; HP:0000957; HP:0000400; HP:0012523; HP:0025100; HP:0006610; HP:0002474; HP:0002572	TNPO2
UDN291860	HP:0002188; HP:0002365; HP:0002376; HP:0002490; HP:0002500; HP:0002521; HP:0006989; HP:0010663; HP:0011097; HP:0011189; HP:0011199; HP:0011210; HP:0011470; HP:0001250; HP:0001263; HP:0001508; HP:0001531; HP:0001647; HP:0002119; HP:0002134; HP:0003236; HP:0004322; HP:0004325; HP:0000577; HP:0000618; HP:0012469; HP:0025163; HP:0030047; HP:0030048; HP:0100704; HP:0100952	NDUFAF8
UDN287030	HP:0001891; HP:0001987; HP:0002020; HP:0002027; HP:0002036; HP:0002136; HP:0005401; HP:0010821; HP:0010864; HP:0011109; HP:0001344; HP:0001513; HP:0000717; HP:0000735; HP:0000989; HP:0001250; HP:0000010; HP:0000011; HP:0000016; HP:0002251; HP:0002315; HP:0002360; HP:0002376; HP:0002572; HP:0002578; HP:0002579; HP:0002719; HP:0011971; HP:0012332; HP:0012378; HP:0012450	MPO
UDN293604	HP:0040115; HP:0000473; HP:0001000; HP:0001010; HP:0001137; HP:0011172; HP:0001601; HP:0001250; HP:0001263; HP:0001290; HP:0001357; HP:0001510	MTOR
UDN373964	HP:0000768; HP:0001182; HP:0001249; HP:0001250; HP:0000252; HP:0000286; HP:0000341; HP:0000347; HP:0000431; HP:0000527; HP:0000545; HP:0001792; HP:0001845; HP:0002020; HP:0100704; HP:0200134; HP:0001263; HP:0001332; HP:0011918; HP:0100021; HP:0008115; HP:0009085; HP:0011097; HP:0002478; HP:0002650; HP:0002705	ZNF292
UDN591748	HP:0003508; HP:0000953; HP:0001010	FANCD2
UDN085829	HP:0011800; HP:0012841; HP:0000915; HP:0000953; HP:0001065; HP:0001083; HP:0001166; HP:0000098; HP:0000218; HP:0000256; HP:0000272; HP:0000348; HP:0001634; HP:0001763; HP:0002944; HP:0004955; HP:0005619; HP:0006349; HP:0007018; HP:0008551; HP:0011003; HP:0011220; HP:0001388; HP:0002194; HP:0002616	FBN1
UDN865642	HP:0001250; HP:0001649; HP:0001508; HP:0002020; HP:0001319; HP:0000011; HP:0000520; HP:0001298; HP:0011344; HP:0000252; HP:0002357; HP:0008067; HP:0002540; HP:0005968; HP:0008947; HP:0002069; HP:0002650; HP:0007359; HP:0100704; HP:0012412; HP:0001344; HP:0002835; HP:0002714; HP:0001182; HP:0000010	ALG1
UDN229610	HP:0000010; HP:0000126; HP:0000252; HP:0000407; HP:0000488; HP:0000545; HP:0001263; HP:0000577; HP:0000646; HP:0002242; HP:0002500; HP:0011476; HP:0025028; HP:0025156; HP:0001634; HP:0001643; HP:0001653; HP:0001655; HP:0001941; HP:0002014; HP:0002028; HP:0007685	UNC45A
UDN634303	HP:0008936; HP:0002194; HP:0000540; HP:0000484; HP:0001762; HP:0000098; HP:0010545; HP:0001251; HP:0000750; HP:0002080	DAGLA
UDN825513	HP:0002015; HP:0002019; HP:0002069; HP:0012391; HP:0012469; HP:0000613; HP:0000648; HP:0000682; HP:0000689; HP:0000721; HP:0001188; HP:0001250; HP:0000218; HP:0000233; HP:0000297; HP:0002307; HP:0002600; HP:0002650; HP:0003287; HP:0003808; HP:0005957; HP:0007885; HP:0008763; HP:0008936; HP:0010852; HP:0011097; HP:0011471; HP:0001252; HP:0001263; HP:0001266; HP:0001276; HP:0001385; HP:0100704	CACNA1C
UDN863395	HP:0007069; HP:0007754; HP:0002180; HP:0002197; HP:0002305; HP:0100704; HP:0200134; HP:0001644; HP:0001305; HP:0001363; HP:0005484	ITPA
UDN879471	HP:0000682; HP:0002756; HP:0002757; HP:0002076; HP:0005174	PLS3
UDN063076	HP:0000017; HP:0000093; HP:0000128; HP:0000483; HP:0000518; HP:0012592; HP:0012735; HP:0100512; HP:0000843; HP:0000852; HP:0000939; HP:0001217; HP:0010783; HP:0002917; HP:0003127; HP:0003155; HP:0003165; HP:0003394; HP:0003401; HP:0004322; HP:0004325; HP:0006536; HP:0001324; HP:0002615; HP:0002900; HP:0002901; HP:0100749; HP:0200114; HP:0002014; HP:0002019; HP:0002020; HP:0002027; HP:0002088; HP:0002094; HP:0002099; HP:0002105; HP:0002110	GNAS
UDN284595	HP:0011712; HP:0012430; HP:0040022; HP:0001643; HP:0001679; HP:0002000; HP:0002015; HP:0002021; HP:0002023; HP:0002119; HP:0000202; HP:0000238; HP:0000248; HP:0000286; HP:0000337; HP:0000348; HP:0000368; HP:0000437; HP:0000527; HP:0002942; HP:0004322; HP:0004590; HP:0005824; HP:0006156; HP:0002144; HP:0002650; HP:0002779; HP:0000582; HP:0000648; HP:0000889; HP:0001250; HP:0008826; HP:0010864; HP:0011386; HP:0011471; HP:0001344	AMER1
UDN749242	HP:0000750; HP:0000957; HP:0001250; HP:0001263; HP:0012646; HP:0000193; HP:0000256; HP:0000486; HP:0001596; HP:0002015	UBA2
UDN849344	HP:0007210; HP:0007840; HP:0008936; HP:0010804; HP:0010808; HP:0011182; HP:0011210; HP:0011220; HP:0011292; HP:0001629; HP:0004322; HP:0005280; HP:0005469; HP:0006200; HP:0011800; HP:0012389; HP:0012450; HP:0012452; HP:0100023; HP:0002162; HP:0002208; HP:0002346; HP:0002378; HP:0002540; HP:0002599; HP:0002607; HP:0002714; HP:0002761; HP:0000565; HP:0000637; HP:0000750; HP:0000821; HP:0000829; HP:0001182; HP:0001250; HP:0001263; HP:0001336; HP:0000020; HP:0000194; HP:0000286; HP:0000322; HP:0000349; HP:0000506	VAMP2
UDN369144	HP:0006956; HP:0030732; HP:0001633; HP:0001684; HP:0002079; HP:0001252; HP:0001263; HP:0001317; HP:0001321; HP:0004755; HP:0005164; HP:0005176; HP:0000657; HP:0001090; HP:0002365; HP:0002500	NAV2
UDN415602	HP:0000716; HP:0011703; HP:0031063; HP:0100360; HP:0000020; HP:0001621; HP:0001712; HP:0001824; HP:0002059; HP:0002067; HP:0002987; HP:0003144; HP:0003202; HP:0002169; HP:0002322; HP:0002344; HP:0002505; HP:0002607; HP:0001257; HP:0001272; HP:0001300; HP:0001332; HP:0001337; HP:0001347; HP:0009473; HP:0010212; HP:0010327; HP:0010333; HP:0010339; HP:0010345; HP:0010702; HP:0011179; HP:0011227; HP:0100851	PRNP
UDN101955	HP:0006855; HP:0007030; HP:0007325; HP:0007359; HP:0007366; HP:0007703; HP:0008278; HP:0008872; HP:0008897; HP:0010500; HP:0011344; HP:0011345; HP:0000565; HP:0000637; HP:0000640; HP:0012450; HP:0012698; HP:0012708; HP:0012766; HP:0025312; HP:0030190; HP:0100307; HP:0001999; HP:0002066; HP:0002070; HP:0002073; HP:0002078; HP:0002079; HP:0002119; HP:0000286; HP:0000316; HP:0000347; HP:0000431; HP:0000527; HP:0000540; HP:0003508; HP:0100704; HP:0100729; HP:0100952; HP:0200055; HP:0001251; HP:0001290; HP:0001310; HP:0001320; HP:0001332; HP:0001382; HP:0001531; HP:0002213; HP:0002353; HP:0002365; HP:0002474; HP:0002705; HP:0002835; HP:0002870; HP:0002871	CACNA1A
UDN032739	HP:0002194; HP:0002342; HP:0002363; HP:0002365; HP:0002650; HP:0002673; HP:0006863; HP:0006989; HP:0007018; HP:0007074; HP:0008762; HP:0010535; HP:0010579; HP:0010862; HP:0010864; HP:0010888; HP:0011098; HP:0011352; HP:0001251; HP:0001263; HP:0001273; HP:0001310; HP:0001317; HP:0001320; HP:0001342; HP:0001382; HP:0200055; HP:0000252; HP:0000280; HP:0000322; HP:0000324; HP:0004348; HP:0004691; HP:0005918; HP:0005922; HP:0001760; HP:0001770; HP:0001773; HP:0001999; HP:0002064; HP:0002131; HP:0002136; HP:0002139; HP:0011842; HP:0012168; HP:0012172; HP:0012368; HP:0012592; HP:0012597; HP:0012708; HP:0012747; HP:0025373; HP:0030034; HP:0030043; HP:0040163; HP:0100023; HP:0100339; HP:0000587; HP:0000637; HP:0000721; HP:0000722; HP:0000733; HP:0000750; HP:0000824	KLF7
UDN676680	HP:0030148; HP:0000219; HP:0000272; HP:0000319; HP:0000343; HP:0000356; HP:0000431; HP:0001252; HP:0001263; HP:0001371; HP:0001382; HP:0001510; HP:0001537; HP:0001762; HP:0001999; HP:0002650; HP:0100830; HP:0200055; HP:0000717; HP:0000768; HP:0000776; HP:0000988; HP:0001238; HP:0001250; HP:0004482; HP:0005722	FBN1; TRPS1
UDN801920	HP:0007018; HP:0008760; HP:0010529; HP:0002059; HP:0002186; HP:0002310; HP:0002354; HP:0002362; HP:0002370; HP:0002381; HP:0002870; HP:0001268; HP:0001350; HP:0000570; HP:0000716; HP:0000757; HP:0001249; HP:0004372	HGSNAT
UDN792054	HP:0003502; HP:0004313; HP:0005280; HP:0002540; HP:0012762; HP:0025100; HP:0025163; HP:0025190; HP:0025514; HP:0025517; HP:0030048; HP:0040196; HP:0001263; HP:0001290; HP:0001344; HP:0000609; HP:0000666; HP:0000717; HP:0000752; HP:0001873; HP:0002015; HP:0006956; HP:0006970; HP:0007082; HP:0007109; HP:0007366; HP:0007371; HP:0007375; HP:0007800; HP:0011003; HP:0011344; HP:0000179; HP:0000215; HP:0000252; HP:0000278; HP:0000463; HP:0000494; HP:0000505	RNU4-2
